id,full_name,honorific,gender,party,photo_url,bio,education,date_of_birth,wikipedia_url,source_url,confidence,data_status,last_verified_at
2483,Shaikh Tanveer Asif,,,,,"Municipal Commissioner, Greater Mysuru City Corporation",,,,bbmp.gov.in + dma.karnataka.gov.in + corporation mrc.gov.in sites + 2025-26 news,0.55,collected,2026-06-26
2484,Manoj Kumar,,,,,"Mayor, Mangaluru City Corporation",,,,bbmp.gov.in + dma.karnataka.gov.in + corporation mrc.gov.in sites + 2025-26 news,0.45,collected,2026-06-26
2485,Ravichandra Naik,,,,,"Municipal Commissioner, Mangaluru City Corporation",,,,bbmp.gov.in + dma.karnataka.gov.in + corporation mrc.gov.in sites + 2025-26 news,0.55,collected,2026-06-26
2486,Shinde Avinash Sanjeevan,,,,,"Municipal Commissioner, Kalaburagi City Corporation",,,,bbmp.gov.in + dma.karnataka.gov.in + corporation mrc.gov.in sites + 2025-26 news,0.55,collected,2026-06-26
2487,D. Triveni,,,,,"Mayor, Ballari City Corporation",,,,bbmp.gov.in + dma.karnataka.gov.in + corporation mrc.gov.in sites + 2025-26 news,0.45,collected,2026-06-26
2488,B. Basappa,,,,,"Municipal Commissioner, Raichur City Municipal Corporation",,,,bbmp.gov.in + dma.karnataka.gov.in + corporation mrc.gov.in sites + 2025-26 news,0.55,collected,2026-06-26
2489,S Ram Sundar Reddy,Shri,male,,,"District Magistrate / Collector, Vizianagaram, Andhra Pradesh (IAS)",,,https://en.wikipedia.org/wiki/Vizianagaram_district,https://en.wikipedia.org/wiki/Vizianagaram_district,0.80,collected,2026-06-30
2490,Arvind Kumar Verma,Shri,male,,,"District Magistrate / Collector, Madhubani, Bihar (IAS)",,,https://en.wikipedia.org/wiki/Madhubani_district,https://en.wikipedia.org/wiki/Madhubani_district,0.80,collected,2026-06-30
2491,Ritesh Kumar Agrawal,Shri,male,,,"District Collector / Magistrate, Jashpur, Chhattisgarh (IAS)",,,https://en.wikipedia.org/wiki/Jashpur_district,https://en.wikipedia.org/wiki/Jashpur_district,0.80,collected,2026-06-30
2492,Bhavya Verma,Shri,male,,,"District Collector, Valsad, Gujarat (IAS)",,,https://en.wikipedia.org/wiki/Valsad_district,https://en.wikipedia.org/wiki/Valsad_district,0.80,collected,2026-06-30
2493,Ramniwas Yadav,Shri,male,,,"Deputy Commissioner, Giridih, Jharkhand (IAS)",,,https://en.wikipedia.org/wiki/Giridih_district,https://en.wikipedia.org/wiki/Giridih_district,0.80,collected,2026-06-30
2494,Kaushlendra Vikram Singh,Shri,male,,,"District Collector, Gwalior, Madhya Pradesh (IAS)",,,https://en.wikipedia.org/wiki/Gwalior_district,https://en.wikipedia.org/wiki/Gwalior_district,0.80,collected,2026-06-30
2495,Raghvendra Singh,Shri,male,,,"District Magistrate, Alirajpur, Madhya Pradesh (IAS)",,,https://en.wikipedia.org/wiki/Alirajpur_district,https://en.wikipedia.org/wiki/Alirajpur_district,0.80,collected,2026-06-30
2496,Saloni Sidana,Dr,female,,,"District Magistrate, Mandla, Madhya Pradesh (IAS)",,,https://en.wikipedia.org/wiki/Mandla_district,https://en.wikipedia.org/wiki/Mandla_district,0.80,collected,2026-06-30
2497,M. Veerappan,Dr,male,,,"District Collector, Chengalpattu, Tamil Nadu (IAS)",,,https://en.wikipedia.org/wiki/Chengalpattu_district,https://en.wikipedia.org/wiki/Chengalpattu_district,0.85,collected,2026-06-30
2498,M S Prasanth,Shri,male,,,"District Collector, Kallakurichi, Tamil Nadu (IAS)",,,https://en.wikipedia.org/wiki/Kallakurichi_district,https://en.wikipedia.org/wiki/Kallakurichi_district,0.85,collected,2026-06-30
2499,A. K. Kamal Kishore,Shri,male,,,"District Collector, Tenkasi, Tamil Nadu (IAS)",,,https://en.wikipedia.org/wiki/Tenkasi_district,https://en.wikipedia.org/wiki/Tenkasi_district,0.85,collected,2026-06-30
2500,Ajay Seth,Shri,male,,,"Finance Secretary & Secretary, Ministry of Finance (IAS, Karnataka cadre 1987)",,,https://en.wikipedia.org/wiki/List_of_office-holders_in_the_Government_of_India,https://en.wikipedia.org/wiki/List_of_office-holders_in_the_Government_of_India,0.85,collected,2026-06-30
2501,Rajesh Kumar Singh,Shri,male,,,"Defence Secretary & Secretary, Ministry of Defence (IAS, Kerala cadre 1989)",,,https://en.wikipedia.org/wiki/List_of_office-holders_in_the_Government_of_India,https://en.wikipedia.org/wiki/List_of_office-holders_in_the_Government_of_India,0.85,collected,2026-06-30
2502,Vikram Misri,Shri,male,,,"Foreign Secretary & Secretary, Ministry of External Affairs (IFS, 1989 batch)",,,https://en.wikipedia.org/wiki/List_of_office-holders_in_the_Government_of_India,https://en.wikipedia.org/wiki/List_of_office-holders_in_the_Government_of_India,0.85,collected,2026-06-30
2503,V Umashankar,Shri,male,,,"Secretary, Ministry of Road Transport and Highways (IAS)",,,https://en.wikipedia.org/wiki/Ministry_of_Road_Transport_and_Highways,https://en.wikipedia.org/wiki/Ministry_of_Road_Transport_and_Highways,0.85,collected,2026-06-30
2504,Punya Salila Srivastava,Smt,female,,,"Secretary, Ministry of Health and Family Welfare (IAS)",,,https://en.wikipedia.org/wiki/Ministry_of_Health_and_Family_Welfare,https://en.wikipedia.org/wiki/Ministry_of_Health_and_Family_Welfare,0.85,collected,2026-06-30
2505,Satish Kumar,Shri,male,,,"Chairman & CEO, Railway Board (IRSME)",,,https://en.wikipedia.org/wiki/List_of_office-holders_in_the_Government_of_India,https://en.wikipedia.org/wiki/List_of_office-holders_in_the_Government_of_India,0.85,collected,2026-06-30
2506,Vineet Joshi,Shri,male,,,"Secretary, Ministry of Education (Higher Education) (IAS)",,,https://en.wikipedia.org/wiki/,https://en.wikipedia.org/wiki/,0.85,collected,2026-06-30
2507,Pankaj Agrawal,Shri,male,,,"Secretary, Ministry of Power (IAS)",,,https://en.wikipedia.org/wiki/,https://en.wikipedia.org/wiki/,0.85,collected,2026-06-30
2508,Atish Chandra,Shri,male,,,"Secretary, Ministry of Agriculture and Farmers' Welfare (IAS)",,,https://en.wikipedia.org/wiki/,https://en.wikipedia.org/wiki/,0.85,collected,2026-06-30
2509,Samir Kumar Sinha,Shri,male,,,"Secretary, Ministry of Civil Aviation (IAS)",,,https://en.wikipedia.org/wiki/,https://en.wikipedia.org/wiki/,0.85,collected,2026-06-30
2510,Vandana Gurnani,Smt,female,,,"Secretary, Ministry of Labour and Employment (IAS)",,,https://en.wikipedia.org/wiki/,https://en.wikipedia.org/wiki/,0.85,collected,2026-06-30
2511,Tanmay Kumar,Shri,male,,,"Secretary, Ministry of Environment, Forest and Climate Change (IAS)",,,https://en.wikipedia.org/wiki/,https://en.wikipedia.org/wiki/,0.85,collected,2026-06-30
2512,Vikram Dev Dutt,Shri,male,,,"Secretary, Ministry of Coal (IAS)",,,https://en.wikipedia.org/wiki/,https://en.wikipedia.org/wiki/,0.85,collected,2026-06-30
2513,Neeraj Mittal,Shri,male,,,"Secretary, Ministry of Petroleum and Natural Gas (IAS)",,,https://en.wikipedia.org/wiki/,https://en.wikipedia.org/wiki/,0.85,collected,2026-06-30
2514,Avinash Purushottam Das Joshi,Shri,male,,,"Secretary, Ministry of Food Processing Industries (IAS)",,,https://en.wikipedia.org/wiki/,https://en.wikipedia.org/wiki/,0.85,collected,2026-06-30
2515,Rajesh Agarwal,Shri,male,,,"Secretary, Ministry of Commerce and Industry (IAS (1994))",,,https://en.wikipedia.org/wiki/Secretary_to_the_Government_of_India,https://en.wikipedia.org/wiki/Secretary_to_the_Government_of_India,0.85,collected,2026-06-30
2516,Amit Agrawal,Shri,male,,,"Secretary, Ministry of Communications (IAS (1993))",,,https://en.wikipedia.org/wiki/Secretary_to_the_Government_of_India,https://en.wikipedia.org/wiki/Secretary_to_the_Government_of_India,0.85,collected,2026-06-30
2517,Kamran Rizvi,Shri,male,,,"Secretary, Ministry of Heavy Industries (IAS (1991))",,,https://en.wikipedia.org/wiki/Secretary_to_the_Government_of_India,https://en.wikipedia.org/wiki/Secretary_to_the_Government_of_India,0.85,collected,2026-06-30
2518,Bharat Harbanslal Khera,Shri,male,,,"Secretary, Ministry of MSME (IAS (1994))",,,https://en.wikipedia.org/wiki/Secretary_to_the_Government_of_India,https://en.wikipedia.org/wiki/Secretary_to_the_Government_of_India,0.85,collected,2026-06-30
2519,Vivek Bhardwaj,Shri,male,,,"Secretary, Ministry of Panchayati Raj (IAS (1990))",,,https://en.wikipedia.org/wiki/Secretary_to_the_Government_of_India,https://en.wikipedia.org/wiki/Secretary_to_the_Government_of_India,0.85,collected,2026-06-30
2520,Vijay Kumar,Shri,male,,,"Secretary, Ministry of Ports, Shipping and Waterways (IAS (1992))",,,https://en.wikipedia.org/wiki/Secretary_to_the_Government_of_India,https://en.wikipedia.org/wiki/Secretary_to_the_Government_of_India,0.85,collected,2026-06-30
2521,Sudhansh Pant,Shri,male,,,"Secretary, Ministry of Social Justice and Empowerment (IAS (1991))",,,https://en.wikipedia.org/wiki/Secretary_to_the_Government_of_India,https://en.wikipedia.org/wiki/Secretary_to_the_Government_of_India,0.85,collected,2026-06-30
2522,Nidhi Khare,Smt,female,,,"Secretary, Ministry of Consumer Affairs, Food and Public Distribution (IAS (1992))",,,https://en.wikipedia.org/wiki/Secretary_to_the_Government_of_India,https://en.wikipedia.org/wiki/Secretary_to_the_Government_of_India,0.85,collected,2026-06-30
2523,Ranjana Chopra,Smt,female,,,"Secretary, Ministry of Tribal Affairs (IAS (1994))",,,https://en.wikipedia.org/wiki/Secretary_to_the_Government_of_India,https://en.wikipedia.org/wiki/Secretary_to_the_Government_of_India,0.85,collected,2026-06-30
2524,Neelam Shammi Rao,Smt,female,,,"Secretary, Ministry of Textiles (IAS (1992))",,,https://en.wikipedia.org/wiki/Secretary_to_the_Government_of_India,https://en.wikipedia.org/wiki/Secretary_to_the_Government_of_India,0.85,collected,2026-06-30
2525,Vivek Aggarwal,Shri,male,,,"Secretary, Ministry of Culture (IAS (1994))",,,https://en.wikipedia.org/wiki/Secretary_to_the_Government_of_India,https://en.wikipedia.org/wiki/Secretary_to_the_Government_of_India,0.85,collected,2026-06-30
2526,Anil Malik,Shri,male,,,"Secretary, Ministry of Women and Child Development (IAS (1991))",,,https://en.wikipedia.org/wiki/Secretary_to_the_Government_of_India,https://en.wikipedia.org/wiki/Secretary_to_the_Government_of_India,0.85,collected,2026-06-30
2527,Nikunja Bihari Dhal,Shri,male,,,"Secretary, Ministry of Parliamentary Affairs (IAS (1993))",,,https://en.wikipedia.org/wiki/Secretary_to_the_Government_of_India,https://en.wikipedia.org/wiki/Secretary_to_the_Government_of_India,0.85,collected,2026-06-30
2528,Ashok Kumar Kaluaram Meena,Shri,male,,,"Secretary, Ministry of Jal Shakti (IAS (1993))",,,https://en.wikipedia.org/wiki/Secretary_to_the_Government_of_India,https://en.wikipedia.org/wiki/Secretary_to_the_Government_of_India,0.85,collected,2026-06-30
2529,Saurabh Garg,Shri,male,,,"Secretary, Ministry of Statistics and Programme Implementation (IAS (1991))",,,https://en.wikipedia.org/wiki/Secretary_to_the_Government_of_India,https://en.wikipedia.org/wiki/Secretary_to_the_Government_of_India,0.85,collected,2026-06-30
2530,Niraj Verma,Shri,male,,,"Secretary, Ministry of Law and Justice (IAS (1994))",,,https://en.wikipedia.org/wiki/Secretary_to_the_Government_of_India,https://en.wikipedia.org/wiki/Secretary_to_the_Government_of_India,0.85,collected,2026-06-30
2531,Rajesh Kotecha,Shri,male,,,"Secretary, Ministry of AYUSH",,,https://en.wikipedia.org/wiki/Secretary_to_the_Government_of_India,https://en.wikipedia.org/wiki/Secretary_to_the_Government_of_India,0.85,collected,2026-06-30
2532,Debashree Mukherjee,Smt,female,,,"Secretary, Ministry of Skill Development and Entrepreneurship (IAS (1991))",,,https://en.wikipedia.org/wiki/Secretary_to_the_Government_of_India,https://en.wikipedia.org/wiki/Secretary_to_the_Government_of_India,0.85,collected,2026-06-30
2533,N. O. Sukhaputra,Dr,male,,,"District Collector, Virudhunagar, Tamil Nadu (IAS)",,,https://en.wikipedia.org/wiki/Virudhunagar_district,https://en.wikipedia.org/wiki/Virudhunagar_district,0.80,collected,2026-06-30
2534,Yogesh Choudhary,Shri,male,,,"District Collector, Junagadh, Gujarat (IAS)",,,https://junagadh.nic.in/,https://junagadh.nic.in/,0.85,collected,2026-06-30
2535,Arpit Sagar,Smt,female,,,"District Collector, Mahisagar, Gujarat (IAS)",,,https://mahisagar.nic.in/,https://mahisagar.nic.in/,0.85,collected,2026-06-30
2536,Raushan Kumar Singh,Shri,male,,,"District Collector, Ujjain, Madhya Pradesh (IAS)",,,https://ujjain.nic.in/,https://ujjain.nic.in/,0.85,collected,2026-06-30
2537,Ritu Raj,Shri,male,,,"District Collector, Dewas, Madhya Pradesh (IAS)",,,https://dewas.nic.in/,https://dewas.nic.in/,0.85,collected,2026-06-30
2538,Angeline Renita R,Smt,female,,,"Deputy Commissioner, Kakching, Manipur (IAS)",,,https://kakching.nic.in/,https://kakching.nic.in/,0.85,collected,2026-06-30
2539,Luckyson Ngamsha Kashung,Shri,male,,,"Deputy Commissioner, Kamjong, Manipur (IAS)",,,https://kamjong.nic.in/,https://kamjong.nic.in/,0.85,collected,2026-06-30
2540,Vibhor Aggarwal,Shri,male,,,"Deputy Commissioner, West Garo Hills, Meghalaya (IAS)",,,https://westgarohills.gov.in/,https://westgarohills.gov.in/,0.85,collected,2026-06-30
2541,Hema Nayak,Smt,female,,,"Deputy Commissioner, West Khasi Hills, Meghalaya (IAS)",,,https://westkhasihills.gov.in/,https://westkhasihills.gov.in/,0.85,collected,2026-06-30
2542,Abhishek Saini,Shri,male,,,"Deputy Commissioner, Ri-Bhoi, Meghalaya (IAS)",,,https://ribhoi.gov.in/,https://ribhoi.gov.in/,0.85,collected,2026-06-30
2543,Mahender Pal,Shri,male,,,"Deputy Commissioner / District Collector, Hisar (incl. Hansi), Haryana (IAS)",,,https://hisar.gov.in/,https://hisar.gov.in/,0.85,collected,2026-06-30
2544,Roktima Yadav,Smt,female,,,"District Collector & Magistrate, Koriya (Korea), Chhattisgarh (IAS)",,,https://korea.gov.in/whos-who/,https://korea.gov.in/whos-who/,0.85,collected,2026-06-30
2545,Tejas Parmar,Shri,male,,,"District Collector & Magistrate, Surat, Gujarat (IAS)",,,https://surat.nic.in/whos-who/,https://surat.nic.in/whos-who/,0.85,collected,2026-06-30
2546,Alok Kumar,Shri,male,,,"Deputy Commissioner, Jamtara, Jharkhand (IAS)",,,https://jamtara.nic.in/whos-who/,https://jamtara.nic.in/whos-who/,0.85,collected,2026-06-30
2547,Anupam Singh Gahlaut,Shri,male,,,"Police Commissioner, Ahmedabad City, Gujarat (IPS, 1997 batch)",,,https://indianexpress.com/article/cities/ahmedabad/anupam-singh-gahlaut-is-new-ahmedabad-police-commissioner-10767057/,https://indianexpress.com/article/cities/ahmedabad/anupam-singh-gahlaut-is-new-ahmedabad-police-commissioner-10767057/,0.85,collected,2026-06-30
2548,Deven Bharti,Shri,male,,,"Commissioner of Police, Greater Mumbai, Maharashtra (IPS, 1994 batch)",,,https://www.thehindu.com/news/cities/mumbai/senior-ips-officer-deven-bharti-appointed-mumbai-police-commissioner/article69508908.ece,https://www.thehindu.com/news/cities/mumbai/senior-ips-officer-deven-bharti-appointed-mumbai-police-commissioner/article69508908.ece,0.85,collected,2026-06-30
2549,Mummaka Sudarshan,Shri,male,,,"Superintendent of Police, Ahmednagar (Ahilyanagar), Maharashtra (IPS, 2016 batch)",,,https://pudhari.news/maharashtra/north-maharashtra/ahilyanagar/mummaka-sudarshan-appointed-new-sp-of-ahilyanagar-somnath-gharage-transferred-sb97,https://pudhari.news/maharashtra/north-maharashtra/ahilyanagar/mummaka-sudarshan-appointed-new-sp-of-ahilyanagar-somnath-gharage-transferred-sb97,0.85,collected,2026-06-30
2550,Surinder Bhoaria,Shri,male,,,"Superintendent of Police (STF), Panchkula, Haryana (IPS)",,,https://haryanapolice.gov.in/Organization,https://haryanapolice.gov.in/Organization,0.85,collected,2026-06-30
2551,Nikhil B,Shri,male,,,"Superintendent of Police, Kolar, Karnataka (IPS)",,,https://kolar.nic.in/en/whoswho/dr-rohini-sepat-i-p-s/,https://kolar.nic.in/en/whoswho/dr-rohini-sepat-i-p-s/,0.85,collected,2026-06-30
2552,Surjeet Singh Panwar,Shri,male,,,"Superintendent of Police, Chamoli (Gopeshwar), Uttarakhand (IPS)",,,https://chamoli.gov.in/divisions/police/,https://chamoli.gov.in/divisions/police/,0.85,collected,2026-06-30
2553,Dusht Daman Singh,Shri,male,,,"Superintendent of Police, Baran, Rajasthan (IPS)",,,https://home.rajasthan.gov.in/content/homeportal/en/baranpolice/home.html,https://home.rajasthan.gov.in/content/homeportal/en/baranpolice/home.html,0.85,collected,2026-06-30
2554,Harsh Vardhan Agarwalla,Shri,male,,,"Superintendent of Police, Jalore, Rajasthan (IPS)",,,https://linkedin.com/in/harsh-vardhan-agarwalla,https://linkedin.com/in/harsh-vardhan-agarwalla,0.85,collected,2026-06-30
2555,Jayeshtha Maitreya,Smt,female,,,"Superintendent of Police, Banswara, Rajasthan (IPS)",,,https://www.newkerala.com/news/a/ips-transfers-sps-22-districts-transferred-rajasthan-424.htm,https://www.newkerala.com/news/a/ips-transfers-sps-22-districts-transferred-rajasthan-424.htm,0.85,collected,2026-06-30
2556,Narendra Singh,Shri,male,,,"Superintendent of Police, Barmer, Rajasthan (IPS)",,,https://www.newkerala.com/news/a/ips-transfers-sps-22-districts-transferred-rajasthan-424.htm,https://www.newkerala.com/news/a/ips-transfers-sps-22-districts-transferred-rajasthan-424.htm,0.85,collected,2026-06-30
2557,K. Narasimha,Shri,male,,,"Superintendent of Police, Suryapet, Telangana (IPS)",,,https://www.tspolice.gov.in/,https://www.tspolice.gov.in/,0.85,collected,2026-06-30
2558,V. V. Sai Praneeth,Shri,male,,,"Superintendent of Police, Tiruvallur, Tamil Nadu (IPS)",,,https://www.newindianexpress.com/states/tamil-nadu/2026/Jun/16/tamil-nadu-govt-shifts-56-senior-police-officers,https://www.newindianexpress.com/states/tamil-nadu/2026/Jun/16/tamil-nadu-govt-shifts-56-senior-police-officers,0.85,collected,2026-06-30
2559,Shweta Chaubey,Smt,female,,,"Senior Superintendent of Police, Tehri Garhwal, Uttarakhand (IPS)",,,https://tehri.nic.in/divisions/police-department/,https://tehri.nic.in/divisions/police-department/,0.85,collected,2026-06-30
2560,Kamlesh Upadhyay,Smt,female,,,"Superintendent of Police, Uttarkashi, Uttarakhand (IPS)",,,https://uttarkashi.nic.in/whos-who/,https://uttarkashi.nic.in/whos-who/,0.85,collected,2026-06-30
2561,Suraj Kumar Rai,Shri,male,,,"Superintendent of Police, Bagpat, Uttar Pradesh (IPS, 2018 batch)",,,https://uppolice.gov.in/en/officerprofile?slugName=bagpat,https://uppolice.gov.in/en/officerprofile?slugName=bagpat,0.85,collected,2026-06-30
2562,Ravi Kumar,Shri,male,,,"Superintendent of Police, Rae Bareli, Uttar Pradesh (IPS, 2015 batch)",,,https://uppolice.gov.in/hi/officerprofile?slugName=commagr,https://uppolice.gov.in/hi/officerprofile?slugName=commagr,0.85,collected,2026-06-30
2563,Abhishek Shivhare,Shri,male,,,"Superintendent of Police, Jaisalmer, Rajasthan (IPS)",,,https://www.patrika.com/jaisalmer-news/in-77-years-the-border-district-has-got-70-superintendents-of-police-19808547,https://www.patrika.com/jaisalmer-news/in-77-years-the-border-district-has-got-70-superintendents-of-police-19808547,0.85,collected,2026-06-30
2564,Bhagirath Singh Meena,Shri,male,,,"Senior Superintendent of Police, Mansa, Punjab (IPS)",,,https://www.magzter.com/stories/newspaper/Punjab-Times-English-Edition/MANSA-POLICE-RECOVER-19-GRAMS-HEROIN-300-LITRES-LAHAN,https://www.magzter.com/stories/newspaper/Punjab-Times-English-Edition/MANSA-POLICE-RECOVER-19-GRAMS-HEROIN-300-LITRES-LAHAN,0.85,collected,2026-06-30
2565,Pranav Kumar,Dr,male,,,"Commissioner of Police, Asansol-Durgapur (Paschim Bardhaman), West Bengal (IPS)",,,https://asansoldurgapurpolice.wb.gov.in/,https://asansoldurgapurpolice.wb.gov.in/,0.85,collected,2026-06-30
2566,Dharmendra Singh Chhvai,Shri,male,,,"Superintendent of Police, Kabirdham (Kawardha), Chhattisgarh",,,https://kawardha.gov.in/en/about-district/whos-who/,https://kawardha.gov.in/en/about-district/whos-who/,0.85,collected,2026-06-30
2567,Yashpal Singh,Shri,male,,,"Superintendent of Police, Mohla-Manpur-Ambagarh Chowki, Chhattisgarh (IPS)",,,https://www.the-journalist.com/transfer-of-3-ips-and-25-dsp-in-chhattisgarh/,https://www.the-journalist.com/transfer-of-3-ips-and-25-dsp-in-chhattisgarh/,0.85,collected,2026-06-30
2568,Anjneya Varshney,Shri,male,,,"Superintendent of Police, Sarangarh-Bilaigarh, Chhattisgarh",,,https://sarangarh-bilaigarh.cg.gov.in/en/divisions/sarangarh-bilaigarh-police/,https://sarangarh-bilaigarh.cg.gov.in/en/divisions/sarangarh-bilaigarh-police/,0.85,collected,2026-06-30
2569,Chintan Teraiya,Shri,male,,,"Superintendent of Police, Vav-Tharad, Gujarat (IPS, 2022 batch)",,,https://indianexpress.com/article/cities/ahmedabad/newly-formed-vav-tharad-gets-first-collector/,https://indianexpress.com/article/cities/ahmedabad/newly-formed-vav-tharad-gets-first-collector/,0.85,collected,2026-06-30
2570,Shashank,Shri,male,,,"Superintendent of Police, Harda, Madhya Pradesh (IPS, 2019 batch)",,,https://harda.nic.in/en/about-district/whos-who/,https://harda.nic.in/en/about-district/whos-who/,0.85,collected,2026-06-30
2571,V. Satish Kumar,Shri,male,,,"Superintendent of Police, Tiruvarur, Tamil Nadu (IPS)",,,https://tiruvarur.nic.in/whoswho/thiru-v-vikraman-ips/,https://tiruvarur.nic.in/whoswho/thiru-v-vikraman-ips/,0.85,collected,2026-06-30
2572,Shobhit D Saksena,Shri,male,,,"Deputy Commissioner of Police, Outer North Delhi (IPS, 2015 batch)",,,https://www.northblocksouthblock.com/jk-security-veteran-is-now-heading-one-of-delhis-most-challenging-police-districts/,https://www.northblocksouthblock.com/jk-security-veteran-is-now-heading-one-of-delhis-most-challenging-police-districts/,0.85,collected,2026-06-30
2573,Ajaz Ahmad Zargar,Shri,male,,,"Senior Superintendent of Police, Bandipora, Jammu & Kashmir (JKPS)",,,https://kashmirconvener.com/ssp-bandipora-calls-for-stronger-area-domination-measures-heightened-vigil/,https://kashmirconvener.com/ssp-bandipora-calls-for-stronger-area-domination-measures-heightened-vigil/,0.85,collected,2026-06-30
2574,Narra Chaitanya,Shri,male,,,"Senior Superintendent of Police (L&O), Puducherry (IPS)",,,https://police.py.gov.in/senior%20officers%20address.htm,https://police.py.gov.in/senior%20officers%20address.htm,0.85,collected,2026-06-30
2575,K. Varadarajan,Shri,male,,,"Superintendent of Police, Yanam, Puducherry (PPS)",,,https://yanam.gov.in/directory/,https://yanam.gov.in/directory/,0.85,collected,2026-06-30
2576,Sonam Dolma Bhutia,Ms,female,,,"Senior Superintendent of Police, Namchi, Sikkim (SPS)",,,https://namchi.nic.in/district-administration/,https://namchi.nic.in/district-administration/,0.85,collected,2026-06-30
2577,Manohar Singh Mandloi,Shri,male,,,"Superintendent of Police, Tikamgarh, Madhya Pradesh",,,https://tikamgarh.nic.in/en/whoswho/sp/,https://tikamgarh.nic.in/en/whoswho/sp/,0.85,collected,2026-06-30
2578,D. Sunitha Reddy,Smt,female,,,"Superintendent of Police, Wanaparthy, Telangana (IPS)",,,https://wanaparthy.telangana.gov.in/divisions/police-department/,https://wanaparthy.telangana.gov.in/divisions/police-department/,0.85,collected,2026-06-30
2579,Vinod Kumar,Shri,male,,,"Superintendent of Police, Hansi, Haryana (IPS)",,,https://haryanapolice.gov.in/Organization,https://haryanapolice.gov.in/Organization,0.85,collected,2026-06-30
2580,Devarakonda Sujatha,,,TDP,,"Mayor, Nellore Municipal Corporation",,,,https://www.thehindu.com/news/national/andhra-pradesh/devarakonda-sujatha-unanimously-elected-as-nellore-mayor/article70680533.ece,0.85,collected,2026-07-18
2581,Likha Nari Tadar,,,BJP,,"Mayor, Itanagar Municipal Corporation",,,,https://www.imc.arunachal.gov.in/?lang=hi,0.90,collected,2026-07-18
2582,Mrigen Sarania,,,BJP,,"Mayor, Guwahati Municipal Corporation",,,,https://www.sentinelassam.com/cities/guwahati-city/our-goal-is-guwahatis-development-mayor-mrigen-sarania,0.85,collected,2026-07-18
2583,Saikat Patra,,,BJP,,"Mayor, Dibrugarh Municipal Corporation",,,,https://en.wikipedia.org/wiki/Dibrugarh_Municipal_Corporation,0.80,collected,2026-07-18
2584,Arun Rai,,,BJP,,"Mayor, Madhubani Municipal Corporation",,,,https://www.bhaskar.com/local/bihar/madhubani/news/madhubani-mayor-arun-rai-promises-drain-construction-138206876.html,0.80,collected,2026-07-18
2585,Saurabh Joshi,,,BJP,,"Mayor, Chandigarh Municipal Corporation",,,,https://timesofindia.indiatimes.com/city/chandigarh/clean-sweep-for-bjp-in-chandigarh-mayoral-poll/articleshow/127785668.cms,0.85,collected,2026-07-18
2586,Meenal Choubey,,,BJP,,"Mayor, Raipur Municipal Corporation",,,,https://www.nagarnigamraipur.nic.in/en/mayor-list,0.95,collected,2026-07-18
2587,Pooja Vidhani,,,BJP,,"Mayor, Bilaspur Municipal Corporation",,,,https://www.ibc24.in/chhattisgarh/pooja-vidhani-took-oath-as-the-12th-mayor-of-bilaspur-municipal-corporation-2966677.html,0.90,collected,2026-07-18
2588,Sanjay Pandey,,,BJP,,"Mayor, Jagdalpur Municipal Corporation",,,,https://www.latestly.com/india/news/chhattisgarh-municipal-election-2025-result-bjp-sweeps-all-10-mayoral-polls-congress-lands-a-zero-cm-vishnu-deo-sai-calls-it-historic-mandate-in-favour-of-modi-ki-guarantee-6645753.html,0.90,collected,2026-07-18
2589,Alka Baghmar,,,BJP,,"Mayor, Durg Municipal Corporation",,,,https://www.latestly.com/india/news/chhattisgarh-municipal-election-2025-result-bjp-sweeps-all-10-mayoral-polls-congress-lands-a-zero-cm-vishnu-deo-sai-calls-it-historic-mandate-in-favour-of-modi-ki-guarantee-6645753.html,0.90,collected,2026-07-18
2590,Sanju Devi Rajput,,,BJP,,"Mayor, Korba Municipal Corporation",,,,https://gramyatrachhattisgarh.com/2026/07/korba-model-chhattisgarhs-first-woman-mayor-to-write-a-new-story-of-development-in-16-months-transforming-peoples-dreams-into-plans-and-implementing-them-on-the-ground/,0.90,collected,2026-07-18
2591,Madhusudan Yadav,,,BJP,,"Mayor, Rajnandgaon Municipal Corporation",,,,https://www.latestly.com/india/news/chhattisgarh-municipal-election-2025-result-bjp-sweeps-all-10-mayoral-polls-congress-lands-a-zero-cm-vishnu-deo-sai-calls-it-historic-mandate-in-favour-of-modi-ki-guarantee-6645753.html,0.90,collected,2026-07-18
2592,Jeevardhan Chauhan,,,BJP,,"Mayor, Raigarh Municipal Corporation",,,,https://www.latestly.com/india/news/chhattisgarh-municipal-election-2025-result-bjp-sweeps-all-10-mayoral-polls-congress-lands-a-zero-cm-vishnu-deo-sai-calls-it-historic-mandate-in-favour-of-modi-ki-guarantee-6645753.html,0.85,collected,2026-07-18
2593,Manjusha Bhagat,,,BJP,,"Mayor, Ambikapur Municipal Corporation",,,,https://www.latestly.com/india/news/chhattisgarh-municipal-election-2025-result-bjp-sweeps-all-10-mayoral-polls-congress-lands-a-zero-cm-vishnu-deo-sai-calls-it-historic-mandate-in-favour-of-modi-ki-guarantee-6645753.html,0.90,collected,2026-07-18
